manufacturerid,parentid,subid,typeid,name,createddate,modifieddate
9975,2043,31,1,SENSATA-AIRPAX,03/01/2014 5:28,03/01/2014 5:28
9976,1431,31,1,SIERRA SEMICONDUCTOR,03/01/2014 5:28,03/01/2014 5:28
9977,7856,31,1,SHENZHEN SUNLORD ELECTRONICS,03/01/2014 5:28,03/01/2014 5:28
9978,7857,NULL,1,Silicon General,03/01/2014 5:28,03/01/2014 5:28
9979,7859,31,1,SKYWELL TECHNOLOGY,03/01/2014 5:28,03/01/2014 5:28
9980,2208,NULL,1,SURFACE MOUNTABLE ELECTRONIC COMPONENTS,03/01/2014 5:28,03/01/2014 5:28
9981,128,31,1,SUNLED COMPANY,03/01/2014 5:28,03/01/2014 5:28
9982,7861,NULL,1,SpectraLinear,03/01/2014 5:29,03/01/2014 5:29
9983,2314,NULL,1,SPRAGUE-GOODMAN ELECTRONICS,03/01/2014 5:29,03/01/2014 5:29
9984,7862,NULL,1,SQUIRES ELECTRONICS,03/01/2014 5:29,03/01/2014 5:29
9985,28,31,1,STANCOR PRODUCTS,03/01/2014 5:29,03/01/2014 5:29
9986,51,31,1,STARTECH SEMICONDUCTOR,03/01/2014 5:29,03/01/2014 5:29
9988,6359,31,1,STK ELECTRONICS,03/01/2014 5:29,03/01/2014 5:29
9989,3209,NULL,1,Standex Electronics,03/01/2014 5:29,03/01/2014 5:29
9990,3209,NULL,1,Meder Electronics,03/01/2014 5:29,03/01/2014 5:29
9991,3209,NULL,1,Meder Electronic,03/01/2014 5:29,03/01/2014 5:29
9992,6416,NULL,1,STOCKO,03/01/2014 5:30,03/01/2014 5:30
9993,6546,31,1,SUNTSU FREQUENCY CONTROL,03/01/2014 5:30,03/01/2014 5:30
9994,7866,NULL,1,SYMBIOS LOGIC,03/01/2014 5:30,03/01/2014 5:30
9995,7869,31,1,TAI-SAW TECHNOLOGY,03/01/2014 5:30,03/01/2014 5:30
9996,7870,31,1,TAI-TECH ADVANCED ELECTRONICS,03/01/2014 5:31,03/01/2014 5:31
9997,220,31,1,TAMURA OF AMERICA,03/01/2014 5:31,03/01/2014 5:31
9999,7875,31,1,TEKCON ELECTRONICS,03/01/2014 5:31,03/01/2014 5:31
10000,324,31,1,TELEDYNE COMPONENTS,03/01/2014 5:31,03/01/2014 5:31
10001,327,31,1,TELEGARTNER KARL GARTNER,03/01/2014 5:31,03/01/2014 5:31
10002,776,31,1,TEMIC SEMICONDUCTORS,03/01/2014 5:31,03/01/2014 5:31
10003,404,31,1,THIN FILM TECHNOLOGY,03/01/2014 5:31,03/01/2014 5:31
10004,2833,31,1,THOMSON PASSIVE COMPONENTS,03/01/2014 5:32,03/01/2014 5:32
10005,528,NULL,1,TRINAMIC MOTION CONTROL,03/01/2014 5:32,03/01/2014 5:32
10006,7826,NULL,1,UNITED MICROELECTRONICS,03/01/2014 5:32,03/01/2014 5:32
10007,7885,31,1,V3 SEMICONDUCTOR,03/01/2014 5:32,03/01/2014 5:32
10008,7888,31,1,VANTIS,03/01/2014 5:32,03/01/2014 5:32
10009,805,31,1,VOLGEN AMERICA,03/01/2014 5:33,03/01/2014 5:33
10010,7892,NULL,1,WAFERSCALE INTEGRATION,03/01/2014 5:33,03/01/2014 5:33
10011,7893,NULL,1,Western Electronic Components,03/01/2014 5:33,03/01/2014 5:33
10012,910,31,1,WHITE MICROELECTRONICS,03/01/2014 5:33,03/01/2014 5:33
10013,1003,31,1,YAMAICHI ELECTRONICS USA,03/01/2014 5:33,03/01/2014 5:33
10014,1039,31,1,ZIERICK MANUFACTURING,03/01/2014 5:33,03/01/2014 5:33
10015,1163,31,1,GOULD AMI,03/01/2014 5:34,03/01/2014 5:34
10016,7053,31,1,AMTEK TECHNOLOGY,03/01/2014 5:34,03/01/2014 5:34
10017,5178,31,1,ANDON ELECTRONICS,03/01/2014 5:34,03/01/2014 5:34
10018,7148,31,1,BOTHHAND USA,03/01/2014 5:34,03/01/2014 5:34
10019,7899,NULL,1,BROADLIGHT,03/01/2014 5:34,03/01/2014 5:34
10020,7900,31,1,CADDELL BURNS,03/01/2014 5:34,03/01/2014 5:34
10021,7154,31,1,CINETECH IND,03/01/2014 5:34,03/01/2014 5:34
10022,7903,31,1,CONEXCON GROUP,03/01/2014 5:34,03/01/2014 5:34
10023,3827,31,1,DOMINANT OPTO TECHNOLOGIES SDN BHD,03/01/2014 5:34,03/01/2014 5:34
10024,7906,NULL,1,EUROFARAD,03/01/2014 5:35,03/01/2014 5:35
10025,4795,31,1,XIAMEN HONGFA ELECTROACOUSTIC,03/01/2014 5:35,03/01/2014 5:35
10026,7909,NULL,1,IEH,03/01/2014 5:35,03/01/2014 5:35
10027,7911,NULL,1,MICA MICROWAVE,03/01/2014 5:35,03/01/2014 5:35
10028,7912,31,1,MICRO-MODE PRODUCTS,03/01/2014 5:35,03/01/2014 5:35
10029,3510,31,1,NEC ELECTRONICS AMERICA,03/01/2014 5:35,03/01/2014 5:35
10030,1131,31,1,ODU STECKVERBINDUNGSSYSTEME,03/01/2014 5:36,03/01/2014 5:36
10031,471,31,1,TOSHIBA AMERICA ELECTRONIC COMPONENTS,03/01/2014 5:36,03/01/2014 5:36
10032,920,31,1,WILBRECHT ELECTRONICS,03/01/2014 5:36,03/01/2014 5:36
10033,7922,NULL,1,AMPLIFONIX,03/01/2014 5:36,03/01/2014 5:36
10034,5082,31,1,ALPS ELECTRIC (USA),03/01/2014 5:36,03/01/2014 5:36
10035,2720,31,1,ARCOTRONICS GROUP,03/01/2014 5:36,03/01/2014 5:36
10036,3394,31,1,BEAU INTERCONNECT,03/01/2014 5:36,03/01/2014 5:36
10037,552,31,1,BECKMAN INDUSTRIAL,03/01/2014 5:36,03/01/2014 5:36
10038,5679,NULL,1,C-CUBE MICROSYSTEMS,03/01/2014 5:36,03/01/2014 5:36
10039,259,31,1,TYCO ELECTRONICS CII,03/01/2014 5:36,03/01/2014 5:36
10040,1164,31,1,CMD TECHNOLOGY,03/01/2014 5:37,03/01/2014 5:37
10041,7923,31,1,TELEDYNE COUGAR,03/01/2014 5:37,03/01/2014 5:37
10042,2835,31,1,KYOCERA CONNECTOR PRODUCTS,03/01/2014 5:37,03/01/2014 5:37
10043,4780,31,1,FENWAL ELECTRONICS,03/01/2014 5:37,03/01/2014 5:37
10044,535,31,1,GAZELLE MICROCIRCUITS,03/01/2014 5:37,03/01/2014 5:37
10045,247,31,1,LAMBDA ADVANCED ANALOG,03/01/2014 5:37,03/01/2014 5:37
10046,2997,31,1,LITE-ON SEMICONDUCTOR,03/01/2014 5:37,03/01/2014 5:37
10047,7927,31,1,Litton Industries,03/01/2014 5:38,03/01/2014 5:38
10048,3453,31,1,M-TRON INDUSTRIES,03/01/2014 5:38,03/01/2014 5:38
10050,250,31,1,MEGGITT ELECTRONIC COMPONENTS,03/01/2014 5:38,03/01/2014 5:38
10051,3469,31,1,MURATA ELECTRONICS OY,03/01/2014 5:38,03/01/2014 5:38
10052,7928,31,1,PYLE-NATIONAL,03/01/2014 5:38,03/01/2014 5:38
10053,7928,31,1,Pyle National,03/01/2014 5:38,03/01/2014 5:38
10054,7929,NULL,1,SATCON ELECTRONICS,03/01/2014 5:38,03/01/2014 5:38
10055,774,31,1,TANSITOR ELECTRONICS,03/01/2014 5:38,03/01/2014 5:38
10056,1580,31,1,PULSE SPECIALTY COMPONENTS,03/01/2014 5:38,03/01/2014 5:38
10057,2833,31,1,THOMSON-CSF SEMICONDUCTORS,03/01/2014 5:38,03/01/2014 5:38
10058,1580,31,1,VALOR ELECTRONICS,03/01/2014 5:38,03/01/2014 5:38
10059,7932,NULL,1,INTEGRATED TELECOM TECHNOLOGY,03/01/2014 5:38,03/01/2014 5:38
10060,7932,NULL,1,IgT,03/01/2014 5:39,03/01/2014 5:39
10061,4994,31,1,AEROFLEX/MICROMETRICS,03/01/2014 5:39,03/01/2014 5:39
10062,7933,31,1,SAGE LABORATORIES,03/01/2014 5:39,03/01/2014 5:39
10063,552,32,1,BLtechnologies,06/01/2014 7:42,06/01/2014 7:42
10064,5879,32,1,CIRRUSLOG,06/01/2014 7:42,06/01/2014 7:42
10065,5879,32,1,CIRRUSLOGIS,06/01/2014 7:42,06/01/2014 7:42
10066,7943,32,1,PROVIGENT,06/01/2014 7:42,06/01/2014 7:42
10067,966,32,1,WUERTH ELEKTRONLK,06/01/2014 7:43,06/01/2014 7:43
10069,6110,NULL,1,BRACE,05/02/2014 7:02,05/02/2014 7:02
10070,5592,NULL,1,BRITICENT,05/02/2014 7:02,05/02/2014 7:02
10071,5752,NULL,1,CARLISLEIT,05/02/2014 7:02,05/02/2014 7:02
10072,6110,NULL,1,CHIPKIT,05/02/2014 7:02,05/02/2014 7:02
10073,5979,NULL,1,COMUS (ASSEMTECH),05/02/2014 7:02,05/02/2014 7:02
10074,4383,2,1,FOSSE LIQUITOL,05/02/2014 7:04,05/02/2014 7:04
10075,4461,NULL,1,GE MEASUREMENT & CONTROL/GE SENSING,05/02/2014 7:04,05/02/2014 7:04
10076,2317,NULL,1,HYLEC-APL,05/02/2014 7:05,05/02/2014 7:05
10077,1987,NULL,1,Scrubs,05/02/2014 7:05,05/02/2014 7:05
10078,7948,NULL,1,Dymon,05/02/2014 7:05,05/02/2014 7:05
10079,3214,NULL,1,MEGA POWER,05/02/2014 7:06,05/02/2014 7:06
10080,3214,2,1,megatone,05/02/2014 7:06,05/02/2014 7:06
10081,3397,NULL,1,MOLEX/DANIEL WOODHEAD,05/02/2014 7:06,05/02/2014 7:06
10082,3244,NULL,1,MULTITRON,05/02/2014 7:06,05/02/2014 7:06
10083,7951,NULL,1,Norton,05/02/2014 7:07,05/02/2014 7:07
10084,1467,NULL,1,POWERCONNECTIONS,05/02/2014 7:07,05/02/2014 7:07
10085,6110,NULL,1,PROTECTA,05/02/2014 7:07,05/02/2014 7:07
10086,1697,NULL,1,RASPBERRY PI PSU,05/02/2014 7:07,05/02/2014 7:07
10087,2026,NULL,1,SEMFLEX,05/02/2014 7:07,05/02/2014 7:07
10088,6119,2,1,SISONIC,05/02/2014 7:07,05/02/2014 7:07
10089,1455,1,1,American Portwell Technology,05/02/2014 7:09,05/02/2014 7:09
10090,6130,1,1,Calmark/Birtcher,05/02/2014 7:09,05/02/2014 7:09
10091,6130,NULL,1,CalMark,05/02/2014 7:09,05/02/2014 7:09
10092,6118,NULL,1,Birtcher,05/02/2014 7:09,05/02/2014 7:09
10093,1971,NULL,1,Schroff,05/02/2014 7:09,05/02/2014 7:09
10094,3191,NULL,1,Mclean Cooling,05/02/2014 7:09,05/02/2014 7:09
10095,4761,NULL,1,Hoffman Enclosures,05/02/2014 7:09,05/02/2014 7:09
10096,3339,1,1,Emerson Network Power Connectivity Midwest Microwave,05/02/2014 7:09,05/02/2014 7:09
10097,2764,1,1,Kingbright Company,05/02/2014 7:10,05/02/2014 7:10
10098,1260,1,1,Panasonic Industrial Automation Sales,05/02/2014 7:10,05/02/2014 7:10
10099,787,1,1,Visual Communications Company - VCC,05/02/2014 7:10,05/02/2014 7:10
10100,4082,NULL,1,EMERSON CONNECTIVITY/AIM CAMBRIDGE,05/02/2014 7:12,05/02/2014 7:12
10101,6542,NULL,1,EMERSON CONNECTIVITY/JOHNSON,05/02/2014 7:12,05/02/2014 7:12
10102,2026,NULL,1,EMERSON CONNECTIVITY/SEMFLEX,05/02/2014 7:12,05/02/2014 7:12
10103,4091,NULL,1,EMERSON CONNECTIVITY/TROMPETER,05/02/2014 7:12,05/02/2014 7:12
10104,3397,NULL,1,MOLEX/WOODHEAD,05/02/2014 7:13,05/02/2014 7:13
10105,6110,NULL,1,SISONIC,05/02/2014 7:13,05/02/2014 7:13
10106,10,NULL,1,SSAC Controls,05/02/2014 9:16,05/02/2014 9:16
10107,10,NULL,1,SSAC,05/02/2014 9:16,05/02/2014 9:16
10108,253,12,1,TE Connectivity / A MP+,05/02/2014 9:16,05/02/2014 9:16
10109,7957,10,1,ASEM SPA,05/02/2014 9:21,05/02/2014 9:21
10110,5326,10,1,Asustek,05/02/2014 9:21,05/02/2014 9:21
10111,7959,10,1,Conel s.r.o,05/02/2014 9:21,05/02/2014 9:21
10112,6579,10,1,Cystal Clear Technology,05/02/2014 9:21,05/02/2014 9:21
10113,4146,NULL,1,EOZ Secme,05/02/2014 9:21,05/02/2014 9:21
10114,3911,NULL,1,EAO,05/02/2014 9:21,05/02/2014 9:21
10115,6644,10,1,Etri/Ecofit,05/02/2014 9:21,05/02/2014 9:21
10116,6582,10,1,Evervision,05/02/2014 9:21,05/02/2014 9:21
10117,4410,10,1,FSP Power Solution,05/02/2014 9:21,05/02/2014 9:21
10118,4739,10,1,Hirschmann AC - Div of Belden,05/02/2014 9:21,05/02/2014 9:21
10119,6110,10,1,Inside Contactless SA,05/02/2014 9:22,05/02/2014 9:22
10120,2474,10,1,INTEL CORPORATION LTD - Microtronica,05/02/2014 9:22,05/02/2014 9:22
10121,6588,10,1,Motocraft,05/02/2014 9:22,05/02/2014 9:22
10122,3468,10,1,Murata Power Solutions Datel Business Unit,05/02/2014 9:22,05/02/2014 9:22
10123,3814,NULL,1,Seacomp Displays,05/02/2014 9:22,05/02/2014 9:22
10124,635,10,1,"United Chemi-con, NIPPON",05/02/2014 9:22,05/02/2014 9:22
10125,4294,31,1,FEDERAL-MOGUL,12/02/2014 3:40,12/02/2014 3:40
10126,3713,31,1,DELFINGEN US-TEXAS LP,12/02/2014 3:40,12/02/2014 3:40
10127,1007,31,1,YAZAKI NORTH AMERICA,12/02/2014 3:40,12/02/2014 3:40
10128,120,31,1,SUMITOMO ELECTRIC INDUSTRIES ELECTRONICS,12/02/2014 3:40,12/02/2014 3:40
10129,7972,31,1,DAIWA CASEI,12/02/2014 3:41,12/02/2014 3:41
10130,7973,31,1,GERGONNE PLASTICOS INDUSTRIALES,12/02/2014 3:41,12/02/2014 3:41
10131,7198,31,1,FURUKAWA MEXICO SA DE CV,12/02/2014 3:41,12/02/2014 3:41
10132,6572,31,1,ALUTRONIC KUHLKORPER,12/02/2014 3:41,12/02/2014 3:41
10133,7978,31,1,BORSTLAP,12/02/2014 3:41,12/02/2014 3:41
10134,7978,31,1,BORSTLAP Masters,12/02/2014 3:41,12/02/2014 3:41
10135,7982,31,1,CHEIL INDU,12/02/2014 3:41,12/02/2014 3:41
10136,7983,31,1,CM,12/02/2014 3:41,12/02/2014 3:41
10137,3665,31,1,DATAMODUL,12/02/2014 3:43,12/02/2014 3:43
10138,3679,31,1,DATATRONIC,12/02/2014 3:43,12/02/2014 3:43
10139,3746,NULL,1,DENSITRON TECHNOLOGIES,12/02/2014 3:43,12/02/2014 3:43
10140,3936,NULL,1,ECE,12/02/2014 3:43,12/02/2014 3:43
10141,267,NULL,1,ELOTOUCH,12/02/2014 3:43,12/02/2014 3:43
10142,4144,NULL,1,EON,12/02/2014 3:43,12/02/2014 3:43
10143,3256,NULL,1,FERRAZ,12/02/2014 3:43,12/02/2014 3:43
10144,999,31,1,FERROXCUBE INTERNATIONAL HOLDING B V,12/02/2014 3:43,12/02/2014 3:43
10145,3593,NULL,1,FORDAHL,12/02/2014 3:43,12/02/2014 3:43
10146,7991,31,1,G&B,12/02/2014 3:43,12/02/2014 3:43
10147,3697,31,1,HOPT SCHUL,12/02/2014 3:44,12/02/2014 3:44
10148,7994,31,1,HY-Q INTERNATIONAL PTY,12/02/2014 3:44,12/02/2014 3:44
10149,7998,31,1,ISKRA KONDENZATORJI D D,12/02/2014 3:44,12/02/2014 3:44
10150,2603,31,1,JAUCH QUARTZ,12/02/2014 3:44,12/02/2014 3:44
10151,8001,31,1,KABELMETAL,12/02/2014 3:44,12/02/2014 3:44
10152,8001,31,1,KME,12/02/2014 3:44,12/02/2014 3:44
10153,8005,31,1,KRAUSS-MAF,12/02/2014 3:44,12/02/2014 3:44
10154,8006,31,1,LEDERER,12/02/2014 3:45,12/02/2014 3:45
10155,6913,31,1,MABUCHI,12/02/2014 3:45,12/02/2014 3:45
10156,8010,NULL,1,MCLI,12/02/2014 3:45,12/02/2014 3:45
10157,8010,NULL,1,Microwave Communications Laboratories,12/02/2014 3:45,12/02/2014 3:45
10158,3249,31,1,MERCURY ELECTRONIC INDUSTRIAL,12/02/2014 3:45,12/02/2014 3:45
10159,3310,31,1,MICRON INDUSTRIES,12/02/2014 3:45,12/02/2014 3:45
10160,779,31,1,MILLS RESISTOR,12/02/2014 3:45,12/02/2014 3:45
10161,8013,31,1,NAN YA,12/02/2014 3:45,12/02/2014 3:45
10162,6680,NULL,1,NEOSID,12/02/2014 3:45,12/02/2014 3:45
10163,8014,31,1,NEXTRON,12/02/2014 3:45,12/02/2014 3:45
10164,1065,NULL,1,NORDIC SEMICONDUCTOR ASA,12/02/2014 3:45,12/02/2014 3:45
10165,8016,31,1,NYTRONIC,12/02/2014 3:46,12/02/2014 3:46
10166,3635,31,1,PARTSNIC,12/02/2014 3:46,12/02/2014 3:46
10167,8032,31,1,SCANELECTR,12/02/2014 3:50,12/02/2014 3:50
10168,8034,31,1,SHIN MENG,12/02/2014 3:50,12/02/2014 3:50
10169,8037,31,1,SPAE-NAUR,12/02/2014 3:50,12/02/2014 3:50
10171,8041,31,1,TAT SHING,12/02/2014 3:50,12/02/2014 3:50
10172,8044,31,1,TELE QUARZ,12/02/2014 3:51,12/02/2014 3:51
10173,4874,31,1,THERMALLOY,12/02/2014 3:51,12/02/2014 3:51
10174,8047,31,1,THREE FIVE,12/02/2014 3:51,12/02/2014 3:51
10175,6436,31,1,VACUUMSCH.,12/02/2014 3:51,12/02/2014 3:51
10176,800,NULL,1,VOGT VERBINDUNGSTECHNIK,12/02/2014 3:51,12/02/2014 3:51
10177,8053,31,1,YCL ELEC,12/02/2014 3:51,12/02/2014 3:51
10178,8054,NULL,1,JABIL,12/02/2014 3:51,12/02/2014 3:51
10179,5168,22,1,ADevice,12/02/2014 3:54,12/02/2014 3:54
10180,8057,22,1,Excel,12/02/2014 3:54,12/02/2014 3:54
10181,6056,NULL,1,Cortina,12/02/2014 3:54,12/02/2014 3:54
10182,4191,22,1,Etron,12/02/2014 3:54,12/02/2014 3:54
10183,8059,22,1,Aplus,12/02/2014 3:54,12/02/2014 3:54
10185,8021,31,1,PLASTICAVI,12/02/2014 4:27,12/02/2014 4:27
10186,7883,NULL,1,UNISONIC TECHNOLOGIES,12/02/2014 12:13,12/02/2014 12:13
10187,7883,NULL,1,UTC,12/02/2014 12:13,12/02/2014 12:13
10188,1169,34,1,ONSEMI,12/02/2014 12:13,12/02/2014 12:13
10189,556,34,1,TTE,12/02/2014 12:13,12/02/2014 12:13
10190,5677,NULL,1,CKCOMP,12/02/2014 12:13,12/02/2014 12:13
10191,3352,34,1,MINICIR,12/02/2014 12:13,12/02/2014 12:13
10192,8068,34,1,LOCO,12/02/2014 12:14,12/02/2014 12:14
10193,4936,34,1,ADAMTECH,12/02/2014 12:14,12/02/2014 12:14
10194,209,NULL,1,TAIYOYUDEN,12/02/2014 12:14,12/02/2014 12:14
10195,1473,34,1,POWERONE,12/02/2014 12:14,12/02/2014 12:14
10196,8074,34,1,SPREADTRUM,12/02/2014 12:14,12/02/2014 12:14
10198,5112,34,1,BRIGHT,12/02/2014 12:14,12/02/2014 12:14
10199,2859,34,1,LAIRDTECH,12/02/2014 12:14,12/02/2014 12:14
10200,2013,34,1,SEI,12/02/2014 12:14,12/02/2014 12:14
10201,2056,NULL,1,SEOULSEMI,12/02/2014 12:14,12/02/2014 12:14
10202,5804,34,1,CNTRALSEMI,12/02/2014 12:17,12/02/2014 12:17
10203,2722,34,1,KEM,12/02/2014 12:17,12/02/2014 12:17
10204,8084,34,1,NECELEC,12/02/2014 12:18,12/02/2014 12:18
10205,4772,34,1,HOLY STONE,12/02/2014 12:18,12/02/2014 12:18
10206,7881,34,1,UBLOX,12/02/2014 12:18,12/02/2014 12:18
10207,6534,NULL,1,BELFUSE,12/02/2014 12:18,12/02/2014 12:18
10208,8085,34,1,TACTPRECISION,12/02/2014 12:18,12/02/2014 12:18
10209,8089,34,1,LARVIEW,12/02/2014 12:18,12/02/2014 12:18
10210,7436,34,1,SHINYEI,12/02/2014 12:18,12/02/2014 12:18
10211,250,34,1,TE,12/02/2014 12:18,12/02/2014 12:18
10212,565,34,1,TUNDRA,12/02/2014 12:18,12/02/2014 12:18
10213,8082,34,1,CITY,13/02/2014 7:49,13/02/2014 7:49
10214,194,NULL,1,TA Precision Grinding,13/02/2014 14:14,13/02/2014 14:14
10215,995,NULL,1,YL TECHNO,13/02/2014 14:14,13/02/2014 14:14
10216,1233,NULL,1,PL SYSTEMS,13/02/2014 14:14,13/02/2014 14:14
10217,1651,NULL,1,RR Lotion,13/02/2014 14:14,13/02/2014 14:14
10218,2662,NULL,1,JTT Products,13/02/2014 14:14,13/02/2014 14:14
10219,3627,NULL,1,DB Industrial,13/02/2014 14:14,13/02/2014 14:14
10220,4433,NULL,1,GH Technology,13/02/2014 14:14,13/02/2014 14:14
10221,4434,NULL,1,GJ Hall,13/02/2014 14:14,13/02/2014 14:14
10222,5413,NULL,1,BB Battery,13/02/2014 14:14,13/02/2014 14:14
10223,5414,NULL,1,BB Electronics,13/02/2014 14:14,13/02/2014 14:14
10224,5415,NULL,1,BB Manufacturing,13/02/2014 14:14,13/02/2014 14:14
10225,5416,NULL,1,BF Fastener Supply,13/02/2014 14:14,13/02/2014 14:14
10226,5417,NULL,1,BK PRECISION,13/02/2014 14:14,13/02/2014 14:14
10227,5675,NULL,1,CD Datel,13/02/2014 14:14,13/02/2014 14:14
10229,5677,NULL,1,CK Components,13/02/2014 14:14,13/02/2014 14:14
10230,6294,NULL,1,MS SYSTEMS,13/02/2014 14:14,13/02/2014 14:14
10231,6295,NULL,1,MR FLEXIBLE PACKAGING,13/02/2014 14:14,13/02/2014 14:14
10232,6580,NULL,1,EE Magnetic Products,13/02/2014 14:14,13/02/2014 14:14
10233,6764,NULL,1,BH Photo Video,13/02/2014 14:14,13/02/2014 14:14
10234,6765,NULL,1,BR Automation,13/02/2014 14:14,13/02/2014 14:14
10235,6875,NULL,1,WG Sissons,13/02/2014 14:14,13/02/2014 14:14
10236,6959,NULL,1,KL Microwave,13/02/2014 14:14,13/02/2014 14:14
10237,7991,NULL,1,GB Projects,13/02/2014 14:14,13/02/2014 14:14
10238,4856,7,1,3M ESPANA,17/02/2014 4:27,17/02/2014 4:27
10239,4856,7,1,3M Group,17/02/2014 4:28,17/02/2014 4:28
10240,4856,7,1,3M TEXTOOL,17/02/2014 4:28,17/02/2014 4:28
10241,8096,7,1,Abtech,17/02/2014 4:28,17/02/2014 4:28
10242,550,7,1,AB Electronic,17/02/2014 4:28,17/02/2014 4:28
10243,6110,7,1,AB Steel Design,17/02/2014 4:28,17/02/2014 4:28
10244,4879,7,1,Abbatron/Smith,17/02/2014 4:28,17/02/2014 4:28
10245,8097,7,1,Abex Mead,17/02/2014 4:28,17/02/2014 4:28
10246,6508,NULL,1,Abracs Abrasives and Accessori,17/02/2014 4:28,17/02/2014 4:28
10247,4911,7,1,Acer Peripherals,17/02/2014 4:28,17/02/2014 4:28
10248,4963,NULL,1,ADS Worldwide,17/02/2014 4:28,17/02/2014 4:28
10249,4984,7,1,Ae&T,17/02/2014 4:28,17/02/2014 4:28
10250,6110,7,1,Aerotight,17/02/2014 4:28,17/02/2014 4:28
10251,6110,7,1,Air Engineering,17/02/2014 4:29,17/02/2014 4:29
10252,4871,7,1,Air Filters,17/02/2014 4:29,17/02/2014 4:29
10253,8098,7,1,Akzo Nobel Dec Coatings,17/02/2014 4:29,17/02/2014 4:29
10254,8099,NULL,1,Abcon,17/02/2014 4:29,17/02/2014 4:29
10255,5153,7,1,Amphenol Socapex Dole,17/02/2014 4:29,17/02/2014 4:29
10256,6110,7,1,Anda,17/02/2014 4:29,17/02/2014 4:29
10258,4901,7,1,Anglo Continental Clock,17/02/2014 4:30,17/02/2014 4:30
10259,5185,7,1,Ansell Golden Needles,17/02/2014 4:30,17/02/2014 4:30
10260,5162,NULL,1,AMT,17/02/2014 4:30,17/02/2014 4:30
10261,8102,7,1,APW ELECTRONIC,17/02/2014 4:30,17/02/2014 4:30
10263,5291,7,1,Armacell Uk,17/02/2014 4:30,17/02/2014 4:30
10264,8103,7,1,Arrow cleaning and hygiene solutions,17/02/2014 4:30,17/02/2014 4:30
10265,1699,7,1,Artex Rawlplug Company,17/02/2014 4:31,17/02/2014 4:31
10266,5364,7,1,Aurora Electronics,17/02/2014 4:31,17/02/2014 4:31
10267,6110,7,1,B&R Control Solutions,17/02/2014 4:31,17/02/2014 4:31
10268,5426,7,1,BACOU-DALLOZ IBERICA,17/02/2014 4:31,17/02/2014 4:31
10269,6110,7,1,Band It,17/02/2014 4:31,17/02/2014 4:31
10270,749,7,1,BC Components Uk,17/02/2014 4:31,17/02/2014 4:31
10271,5470,NULL,1,Bedford,17/02/2014 4:31,17/02/2014 4:31
10272,364,7,1,Beiersdorf,17/02/2014 4:31,17/02/2014 4:31
10273,5478,7,1,Belkin Components,17/02/2014 4:32,17/02/2014 4:32
10274,6110,7,1,Birt Electronic Systems,17/02/2014 4:32,17/02/2014 4:32
10275,8108,7,1,Blu Mol,17/02/2014 4:32,17/02/2014 4:32
10276,8108,7,1,Blu-Mol,17/02/2014 4:32,17/02/2014 4:32
10277,6110,7,1,Blundell Files & Tools,17/02/2014 4:32,17/02/2014 4:32
10278,5551,7,1,BM Polyco Sa,17/02/2014 4:32,17/02/2014 4:32
10279,8109,7,1,Boliden Mkm,17/02/2014 4:32,17/02/2014 4:32
10280,6110,7,1,Bondmaster,17/02/2014 4:32,17/02/2014 4:32
10281,5575,7,1,Bosch Power Tools,17/02/2014 4:32,17/02/2014 4:32
10283,5579,7,1,Bostik Findley,17/02/2014 4:32,17/02/2014 4:32
10284,5584,7,1,Bourns Electronics,17/02/2014 4:32,17/02/2014 4:32
10285,5605,7,1,Brennensthul,17/02/2014 4:32,17/02/2014 4:32
10286,6110,7,1,Bspot,17/02/2014 4:33,17/02/2014 4:33
10287,5649,NULL,1,Bungard,17/02/2014 4:33,17/02/2014 4:33
10288,417,7,1,BURR BROWN INTERNATIONAL,17/02/2014 4:33,17/02/2014 4:33
10289,5418,NULL,1,BWH Special Cases,17/02/2014 4:33,17/02/2014 4:33
10290,5701,NULL,1,CAE SECURITE,17/02/2014 4:33,17/02/2014 4:33
10291,8113,NULL,1,Call Connections,17/02/2014 4:33,17/02/2014 4:33
10292,5735,NULL,1,Canon Office Trade Products,17/02/2014 4:33,17/02/2014 4:33
10293,8114,NULL,1,Capatronic,17/02/2014 4:33,17/02/2014 4:33
10294,8115,NULL,1,Capital Safety Group,17/02/2014 4:33,17/02/2014 4:33
10295,6110,7,1,Cargo Equipment International,17/02/2014 4:33,17/02/2014 4:33
10296,5783,7,1,Ceag Cruse Hinds,17/02/2014 4:34,17/02/2014 4:34
10297,5788,7,1,CeeVee Engineering,17/02/2014 4:34,17/02/2014 4:34
10298,1975,7,1,CEHESS,17/02/2014 4:34,17/02/2014 4:34
10299,4145,7,1,Celetronix Power India,17/02/2014 4:34,17/02/2014 4:34
10300,6110,7,1,Cendai,17/02/2014 4:34,17/02/2014 4:34
10301,5810,7,1,Centurion International,17/02/2014 4:34,17/02/2014 4:34
10302,6779,7,1,Changsha Shuguang Electron,17/02/2014 4:34,17/02/2014 4:34
10303,6779,7,1,Changsha Shuguang Electron Imp & Exp,17/02/2014 4:34,17/02/2014 4:34
10304,6783,NULL,1,Chi Shing Meter Cable Manufact,17/02/2014 4:34,17/02/2014 4:34
10305,5846,NULL,1,Chicopee Europe,17/02/2014 4:34,17/02/2014 4:34
10306,5881,NULL,1,Cisco Systemes,17/02/2014 4:35,17/02/2014 4:35
